출처,포함여부,분류,서비스,이슈,가격언급,제목,근거,URL
DC인사이드,제외,분석 제외,,,,요즘 누가 비혼을 “선언”씩이나 해 ㅋㅋ,구체적인 웨딩 준비 이슈를 확인하기 어려움,https://gall.dcinside.com/board/view/?id=wedding&no=79120
DC인사이드,제외,분석 제외,웨딩홀,,,요즘은 예식장도 종이폭죽이랑 예도단은 잘 안 쓰나요?,구체적인 웨딩 준비 이슈를 확인하기 어려움,https://gall.dcinside.com/board/view/?id=wedding&no=78143
DC인사이드,제외,분석 제외,스튜디오·촬영,,,원래 이럼?,구체적인 웨딩 준비 이슈를 확인하기 어려움,https://gall.dcinside.com/board/view/?id=wedding&no=71875
DC인사이드,제외,분석 제외,,,,의외로 사람들이 잘 모르는 82년생 김지영 도입부,구체적인 웨딩 준비 이슈를 확인하기 어려움,https://gall.dcinside.com/board/view/?id=wedding&no=79049
DC인사이드,제외,분석 제외,,,,저번에 등본이랑 부동산 매매계약서 인증했는데,구체적인 웨딩 준비 이슈를 확인하기 어려움,https://gall.dcinside.com/board/view/?id=wedding&no=78431
DC인사이드,제외,분석 제외,웨딩홀,계약·취소·환불,,전남친 ㅈㅅ했다 글썼었는데,일단 예비신랑한테 상황 공유하고 예식장 취소하는게 최선인건 아는데 예비신랑이 너무 착한사람이라 괜히 죄책감느낄거같아서 입이 안 떨어진다 추천검색 추천 비추천 5 0 개념 추천 개념 비추천 24 실베추 공유 스크랩 신고,https://gall.dcinside.com/board/view/?id=wedding&no=75655
DC인사이드,제외,분석 제외,웨딩홀,계약·취소·환불,,전남친ㅈㅅ했다 글썼었는데 결혼식 올리기로함,헤어진지 반년이나 지났는데 ㅈㅅ이 오로지 내 책임이라는 것도 말이 안되고 만약 헤어지고 바로 ㅈㅅ했더라도 내 책임은 아니래 그 사람이 그냥 남자답지 못한거라고 ㅈㄴ이해가 안된대 난 예비신랑이 죄책감 가질까봐 걱정했는데 예비신랑은 오히려 내가 죄책감 가질까봐 걱정해주더라고 대신 기존에 잡은 예식장은 취소하고 스몰웨딩홀 빌려서 친인척만 불러서…,https://gall.dcinside.com/board/view/?id=wedding&no=75869
DC인사이드,제외,분석 제외,드레스,,,전여친 프사에 웨딩 사진 올라올떄마다 결혼은 미친짓이라는거 실감함,구체적인 웨딩 준비 이슈를 확인하기 어려움,https://gall.dcinside.com/board/view/?id=wedding&no=73774
DC인사이드,제외,분석 제외,,계약·취소·환불,,전직 결정사 직원이 폭로하는 결정사 비추 이유와 실태 (스압),1~2번 매칭 받았는데 업체가 내 니즈 개무시하고 횟수 때우기용 똥매칭만 해줘서 환불 요구하잖아? / 그럼 남은 5번이 아니라 '남은 1번'에 대한 금액만 환불해 줌. / 서비스 3회는 환불 규정상 '0원' 처리되거든. / 환불에 포함되는 정식 계약 횟수부터 먼저 소진 시켜 버리는 구조임. / 3회차까지 소개팅 받고 빡쳐서 환불하려고 하면…,https://gall.dcinside.com/board/view/?id=wedding&no=77243
DC인사이드,제외,분석 제외,플래너,,,젊은 웨딩플래너 어떰?,구체적인 웨딩 준비 이슈를 확인하기 어려움,https://gall.dcinside.com/board/view/?id=wedding&no=76120
DC인사이드,제외,분석 제외,,,,젊은남자들아 늙은 도태남들이 선동하는거에 휩쓸리지마라,웨딩 준비와 무관한 결혼 일반 담론,https://gall.dcinside.com/board/view/?id=wedding&no=71540
DC인사이드,제외,분석 제외,드레스,,,중고품은 웨딩드레스입지마라,구체적인 웨딩 준비 이슈를 확인하기 어려움,https://gall.dcinside.com/board/view/?id=wedding&no=76625
DC인사이드,제외,분석 제외,,,,지금 집 계약이 내년 1월까지고 결혼식은 올해 12월인데,구체적인 웨딩 준비 이슈를 확인하기 어려움,https://gall.dcinside.com/board/view/?id=wedding&no=75565
DC인사이드,제외,분석 제외,,,,진심으로 여자분들 착각을 하시는데요,구체적인 웨딩 준비 이슈를 확인하기 어려움,https://gall.dcinside.com/board/view/?id=wedding&no=76673
DC인사이드,제외,분석 제외,,,,진짜 천생연분 아닌 이상,구체적인 웨딩 준비 이슈를 확인하기 어려움,https://gall.dcinside.com/board/view/?id=wedding&no=70245
DC인사이드,제외,분석 제외,"스드메·패키지, 예물·혼수",,,처가에서 지원 거의 안받았는데,구체적인 웨딩 준비 이슈를 확인하기 어려움,https://gall.dcinside.com/board/view/?id=wedding&no=78514
DC인사이드,제외,분석 제외,,,,청소업체직원: 딜도가 엄청 나와요~ㅋㅋㅋ,웨딩 준비와 무관한 결혼 일반 담론,https://gall.dcinside.com/board/view/?id=wedding&no=79040
DC인사이드,제외,분석 제외,웨딩홀,,,축의금이 적은편 인가요?,구체적인 웨딩 준비 이슈를 확인하기 어려움,https://gall.dcinside.com/board/view/?id=wedding&no=78728
DC인사이드,제외,분석 제외,스드메·패키지,,,키 180㎝ 연봉 5억 의사만 가능?…‘스타 커매’가 본 요즘 결혼 [스,웨딩 준비와 무관한 결혼 일반 담론,https://gall.dcinside.com/board/view/?id=wedding&no=78235
DC인사이드,제외,분석 제외,"웨딩홀, 예물·혼수",,,파혼 했다 정말 쫑냈다.,구체적인 웨딩 준비 이슈를 확인하기 어려움,https://gall.dcinside.com/board/view/?id=wedding&no=75885
DC인사이드,제외,분석 제외,,,,편돌아 제발 취업 좀 해!,구체적인 웨딩 준비 이슈를 확인하기 어려움,https://gall.dcinside.com/board/view/?id=wedding&no=72017
DC인사이드,제외,분석 제외,웨딩홀,,,평범한 한녀가 럴커가 되는 과정,웨딩 준비와 무관한 결혼 일반 담론,https://gall.dcinside.com/board/view/?id=wedding&no=74386
DC인사이드,제외,분석 제외,,,,할거없으면 결혼생각 많이 나더라.,구체적인 웨딩 준비 이슈를 확인하기 어려움,https://gall.dcinside.com/board/view/?id=wedding&no=72452
DC인사이드,제외,분석 제외,,,,혼인율감소는 남자들의 결혼기피임,구체적인 웨딩 준비 이슈를 확인하기 어려움,https://gall.dcinside.com/board/view/?id=wedding&no=78526
결직웨딩,포함,핵심 불편·문제,드레스,"예상 밖 추가비용, 가격·견적 정보",,6개월간 웨딩 준비하며 레이첼 드레스 선택한 이유,사실 저는 추가금 내고 3번째 입어본 더더더더 화려한 드레스도 마음에 들었지만 예랑의 강력한 추천으로 하지만 최종 고른 드레스도 엄청 마음에 들었어요. / 가성비 짱입니다.신부님들 모두 예쁜 본식 드레스 고르시길 바랍니다.,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=92
결직웨딩,포함,핵심 불편·문제,"스튜디오·촬영, 드레스, 메이크업, 스드메·패키지",가격·견적 정보,,가을스튜디오 결직웨딩에서 계약했습니다.,결직웨딩의 토탈스튜디오 가격을 보고 진짜 가성비도 좋아서 진행하게 되었어요.,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=9
결직웨딩,포함,핵심 불편·문제,"스튜디오·촬영, 드레스, 메이크업","예상 밖 추가비용, 일정·예약 관리",,가을스튜디오 계약후기 남겨드려요,헤어 메이크업이나 작가님들은 다 친절하고 좋으셨어요.​​ 그리고 이유웨딩을 통해서 예약했는데 좋은 점은 스케줄 예약할 때 야간에 좋은 타임으로 추천해 주셨고 생각 못 했던 부분까지 말씀해 주셔서 예약 시간 선택하는 데 큰 도움이 되었어요.​제가 사진 망하는 거 아닐까 걱정했는데 오히려 가을 스튜디오는 배경이 너무 이뻐서 추가금 폭탄 될 수…,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=26
결직웨딩,포함,핵심 불편·문제,"스튜디오·촬영, 드레스, 예물·혼수","가격·견적 정보, 일정·예약 관리, 선택 피로·정보 부족",,강남 르셀루(LE SELU) 대여/맞춤 후기,"대표님과의 디테일한 1:1 상담을 통해 원단 셀렉부터 제 체형에 딱 맞는 스타일링, 촬영용 소품까지 완벽하게 챙겨주신 덕분에 정말 만족스러운 사진을 남길 수 있었습니다. / 저렴한 원단 특유의 인위적인 번들거림 없이, 클래식하고 은은한 광택이 도는 게 비전문가가 봐도 고급 명품 원단이라는 느낌이 확 강하게 와닿았습니다. / 소품 종류가 워…",https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=129
결직웨딩,포함,핵심 불편·문제,"웨딩홀, 스드메·패키지",선택 피로·정보 부족,,결직 스드메상담 후기,다행이 적당한 장소를 상견례하는 날 발견했었는데 꽃장식이랑 이런거 부터 직접 알아봐야 되어서 솔직히 막막했거든요.,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=76
결직웨딩,포함,핵심 불편·문제,"스튜디오·촬영, 드레스, 스드메·패키지, 예물·혼수",일정·예약 관리,,결직웨딩 스드메 계약 후기 (로그에이 / 라포레 / 드이희),"비동행 플래너인 듯 아닌듯, 스드메 모든 부분을 꼼꼼하게 챙겨주신 부분이 제일 만족스럽더라구요 계약 후기를 먼저 말씀드리자면! / 그럴 때마다 챙겨주시고 실제로 드투때, 본식 드레스 고르날에 와주셔서 큰 도움을 주셨습니다 ㅠㅠ 이때 무지 감동받았어요… 덕분에 정말 맘에 드는 드레스 입고 본식날 입장합니다 두근두근 앞으로 예식이 얼마 남지…",https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=110
결직웨딩,포함,핵심 불편·문제,"스튜디오·촬영, 스드메·패키지",가격·견적 정보,,결직웨딩을 통해서 라흐스튜디오 계약했어요~,"결직웨딩을 통해 계약하면서 느낀 장점은 투명한 견적과 강요 없는 상담, 그리고 세심하고 친절한 안내였습니다.",https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=107
결직웨딩,포함,업체 선택 기준·후기,"웨딩홀, 스드메·패키지, 예물·혼수",,2만원,계약후기 작성 시 2만원 상품권 증정 이벤트,"계약후기 작성 시 2만원 상품권 증정 이벤트 결직웨딩 계약후기 이벤트를 진행합니다. / 스드메, 혼수, 웨딩홀 등등 결직웨딩을 통행 계약하신 후기를 ""네이버 블로그"" 또는 활동하시는 네이버 카페 에 남겨주시면 2만원 상품권을 감사의 선물로 드리고 있습니다.",https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=95
결직웨딩,포함,업체 선택 기준·후기,"스튜디오·촬영, 드레스",,,그가사랑하는순간 웨딩촬영후기,"그가사랑하는순간은 원본만족도가 상당히 좋기로 유명한 곳 이라고 들었는데 정말 마음에 들었어요. 본식스냅, 데이트스냅까지도 너무 유명한만큼 정말 사진을 잘 찍는 스튜디오 같아요. ​ 워낙 깔끔한 분위기를 선호해서, 스튜디오, 드레스도 깔끔한 쪽으로 구성했는데요, 역시나 웨딩촬영도 성공적으로 만족스러운 결과물을 얻었습니다. 그가사랑하는순간은…",https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=83
결직웨딩,포함,업체 선택 기준·후기,메이크업,,,김청경 헤어 메이크업 계약후기,"김청경헤어페이스 계약하고 왔습니다. 직거래웨딩에서 워크인으로 예약 잡아주셔서, 플래너 필요없이 직접 계약 했어요. 요즘 신부님들이 원하시는 메이크업이 과하지 않으면서 자연스러운 피부표현과, 자연스러운 메이크업을 많이 선호하시는데요, 김청경헤어페이스는 과하지 않은 색조화장은 물론 깔끔한 피부표현까지! 잘하는 메이크업샵으로 유명한 업체입니다.…",https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=55
결직웨딩,포함,핵심 불편·문제,메이크업,일정·예약 관리,,김청경 헤어페이스 후기 공유해요,"아는 게 있어야 조잘조잘 말하는데, 아는 게 없어서...ㅋㅋㅋ 주변에선 헤어나 메이크업을 많이 찾아보고 아니다 싶으면 바로바로 말해야 수정을 해주신다고 했는데, 그렇게 못했어요...ㅠ 스탭분들이 꾸벅꾸벅 조는 저를 너무나도 잘 챙겨주셨고, 원하는 스타일로 잘 꾸며 주셨답니다.",https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=65
결직웨딩,포함,업체 선택 기준·후기,메이크업,,,꼼나나 웨딩 메이크업 추천드려요,"프라이빗한 공간에 모던한 인테리어까지 샵이 너무너무 예뻐 또 오고싶은 그런 곳 이었어요, 예전에 알던 원장님과 실장님이 꼼나나비앙으로 오시면서 메이크업도 실력도 검증되고 ​헤어팀도 잘하시는 분들이 스카웃되어 합류하면서 더욱더 탄탄한 샵으로 거듭났다고 해요. 깨끗한 메이크업은 물론 화사하고 색감있는 트렌디한 메이크업까지 다양한 스타일이 모두…",https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=56
결직웨딩,포함,업체 선택 기준·후기,"드레스, 스드메·패키지",,,누벨드블랑 본식드레스 계약 후기,"저는 뭔가 맑고 깨끗한 소녀 느낌의 드레스를 원했는데, 제가 너무 까다로운 건지 원하는 느낌의 드레스가 많이 없다고 생각하던 찰나에 누벨드블랑 드레스를 보게되었어요 딱 제가 원하는 비즈 드레스가 있어서 결직웨딩 매니저님 통해서 바로 방문을 예약했고, 실제로 가서 드레스들을 보니 사진보다 훨씬 예쁘더라고요. 저는 제 체형을 좀 잘 알고 있는…",https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=91
결직웨딩,포함,핵심 불편·문제,"웨딩홀, 드레스",예상 밖 추가비용,,더화이트 엘리자베스 본식가봉 후기,특히 신상 드레스 4벌을 입어보고 추가금이 있는 신상 드레스를 최종적으로 선택했어요.,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=50
결직웨딩,포함,핵심 불편·문제,"드레스, 스드메·패키지, 예물·혼수",예상 밖 추가비용,,레이나모라 드레스 본식가봉후기 - 결직웨딩,사실 레이나모라 추가금이 쎄다는걸 후기로 찾아보고 간 뒤라 어느정도의 추가금은 생각하고 갔어요..ㅠㅠ 또 화려한걸 생각하고 가다보니 화보에서 고르는것마다 블랙라벨이더라구요... / 하지만 추가금이 부담되시면 추가금이 없는것으로 추천해달라고하면 또 그거에 맞게 화려하고 이쁜걸로 추천해주십니다. / 화보에 없는 신상에 추가금이 없는 드레스도…,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=5
결직웨딩,포함,업체 선택 기준·후기,"스튜디오·촬영, 드레스",,,레이나모라 드레스 촬영가봉 후기,"요즘 날씨가 점점 봄에 가까워지고 있네요. ​봄날의 촬영을 앞두고 촬영 가봉을 진행 했어요. 화려하고 화사한 레이나모라의 본식 드레스 느낌과, 웨딩촬영 때는 깔끔한 스타일의 드레스를 피팅 하고 왔어요. 앉았을때 퍼지는 느낌이 예쁜 드레스로 일체형의 긴팔의 드레스, 1번의 다양한 볼레로 연출이 가능한데도 긴팔의 풍성한 느낌이 너무 예뻤어요.…",https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=86
결직웨딩,포함,핵심 불편·문제,드레스,서비스 불편·품질 문제,,로브드K 드레스로 결정했어요!,제가 입고 싶은거 입는게 최고 아니겠냐며 ㅎㅎ 사실 어른들한테는 말씀을 안드려서 좀 무섭기는 하지만 결혼식 당일만 무사히 보내면 됩니다 ㅋㅋ 로브드케이는 확실히 어머님들이 좋아하실 단정한 드레스가 많은 것 같았어요~ 그 중에서도 등파인거 고른 제가 레전드긴 하지만 ㅋㅋ 오간자 실크 풍성 드레스도 너무 예뻤는데 제가 입어보니 막상 화보느낌이…,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=21
결직웨딩,포함,업체 선택 기준·후기,"드레스, 메이크업",,,로즈로사 본식 가봉 후기,"로즈로사를 선택한 가장 큰 이유는 로즈로사만의 사랑스러움과 여성스러움이 가득해서 선택하게 되었습니다. 어두운 홀에서 예식을 진행하는지라 화려하면서도 사랑스러움이 돋보일 수 있는 드레스를 원했는데, 딱 로즈로사가 저에게는 입어본 옷들이 하나같이 잘 어울리더라구요. 역시 로즈로사 너무 사랑스러운 드레스들이 많아요. 화려하지만 여성스럽고 사랑스…",https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=94
결직웨딩,포함,업체 선택 기준·후기,드레스,,,모네뜨아르 본식드레스 가봉까지 끝내고 왔어요,"모네뜨아르 웨딩드레스 본식드레스 가봉 후기입니다. 다양한 드레스가 많이 있다고 해서 결정했습니다. 저는 블링블링하고 비즈가 많은 것을 원했는데, 비즈가 정말 많이 있고 예쁜 드레스가 정말 많았습니다. 도와주시는 스태프분들도 정말 친절하십니다. 모네뜨아르 본식 드레스 신상도 예쁘고, 드레스 퀄리티도 좋다고 들어서 선택했습니다. 본식 드레스는…",https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=35
결직웨딩,포함,업체 선택 기준·후기,"웨딩홀, 스튜디오·촬영, 드레스",,,"모네뜨아르 본식드레스 계약, 가봉후기","모네뜨아르의 경우 제가 선택한 이유는 화려함이 좀 있는 드레스를 원했는데, 모네뜨아르의 드레스들이 비즈의 화려함이 있었고! 비즈뿐 아니라 레이스의 화려함도 겸비되어있는 드레스 라인들이 있어서 모네뜨아르로 가기로 계약했어요. 다양한 라인의 드레스와 다양한 소재의 드레스들이 구비되어 있어서 다양하게 입어보고, 본인 체형에 맞는 드레스를 셀렉할…",https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=46
결직웨딩,포함,핵심 불편·문제,"웨딩홀, 드레스","예상 밖 추가비용, 가격·견적 정보",,모네뜨아르 본식드레스 계약후기,그날 되면 처음 골랐던 드레스보다 다른 드레스들이 너무 예뻐서 추가금을 내서 바꾸게 되더라고요. / 전 마음을 비우고 추가금 낼 생각으로 갔어요. / 추가금을 내면 어느 정도까지 괜찮은지 아니면 안 내고 그 가격대로 보고 싶은지 물어보시고 나중에 맘 상하는 일 없게 미리 캐치해주시더라고요. / 저희는 추가금 있어도 내 마음에 드는 걸 하기…,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=33
결직웨딩,포함,핵심 불편·문제,드레스,가격·견적 정보,,모네뜨아르 웨딩드레스 본식드레스 가봉후기입니다!,모네뜨아르는 여성스럽고 화려하면서도 가성비가 뛰어난 곳으로 유명해 선택했습니다.,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=51
결직웨딩,포함,핵심 불편·문제,"드레스, 스드메·패키지","예상 밖 추가비용, 가격·견적 정보",,모리엠포티 드레스 계약 후기,"결혼식이랑 스드메는 저렴하게 하자는 생각으로 비용이 추가 덜 되는 곳으로 1순위가 브라이드벨라, 2순위 모리엠포티, 3순위 줄리엣발로키 였지요.",https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=68
결직웨딩,포함,업체 선택 기준·후기,스튜디오·촬영,,,모스트 스튜디오 계약후기,웨딩스튜디오를 고르실 때 제일 먼저 정하는 컨셉은 인물 중심이냐 배경 중심이냐일 텐데요. 모스트 스튜디오는 배경 중심의 스튜디오예요. 군더더기 없이 깔끔한 스튜디오이기 때문에 시간이 오래 지나서 봐도 촌스럽지 않을 거예요. 깔끔한 느낌의 사진을 원하시는 분들이라면 모스트 스튜디오를 추천합니다. 깔끔하고 시간이 지나도 세련된 느낌의 웨딩 사…,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=37
결직웨딩,포함,핵심 불편·문제,"스튜디오·촬영, 드레스, 메이크업, 스드메·패키지",선택 피로·정보 부족,,뮤아스튜디오 계약후기 공유해요,"뮤아스튜디오 계약후기 공유해요 올해 드디어 결혼식을 하기로 하고 요즘 한창 결혼 준비에 정신이 없는데요. / 살면서 선택할 게 이렇게 많았던 적은 지금이 처음이라고 해도 과언이 아닐 정도로 스튜디오며 메이크업, 드레스, 신혼집, 가구 등 골라야 할 것도 산더미인 상황이에요.",https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=71
결직웨딩,포함,업체 선택 기준·후기,스튜디오·촬영,,,뮤아스튜디오 추천하고 추천해요!!,"뮤아스튜디오는 실내 스튜디오 촬영은 물론 루프탑의과 숲에서 야외촬영도 이루어 지고 있는 웨딩스튜디오에요! 인물중심 특유의 깔끔하고 따뜻한, 그리고 세련된 멋까지 겸비한 곳이라고 생각해요. 게다가 푸르른 성수동 서울숲에서 야외촬영이라니 정말 특색있고 매력적인 곳이 아닐까 싶네요. 화려하면서도 수수한, 하지만 특색있는 촬영 원하시는 신랑신부님…",https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=11
결직웨딩,포함,핵심 불편·문제,"스튜디오·촬영, 드레스, 메이크업",선택 피로·정보 부족,,뮤아스튜디오 토탈웨딩 계약후기 남겨요,"뮤아스튜디오 토탈웨딩 계약후기 남겨요 올해 드디어 결혼식을 올리기로 하고 요즘 한창 결혼 준비에 정신이 없었어요. / 살면서 선택할 게 이렇게 많았던 적은 지금이 처음이라고 해도 과언이 아닐 정도로 스튜디오며 메이크업, 드레스, 신혼집, 가구 등 골라야 할 것도 산더미.",https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=10
결직웨딩,포함,핵심 불편·문제,"드레스, 예물·혼수","가격·견적 정보, 일정·예약 관리",,민정란 한복 혼주한복 후기 써봐요,"한복 패키지로 좋은 상품을 더 좋은가격대로 준비할 수 있었어요. / 저희 엄마가 은근히 이상한데서 고집이 세서 걱정이 많았는데 사장님이 엄마 기분 상하지 않게 서비스 잘 해주셔서 넘 좋았어요 종로에서 정찰제 가격으로 한복 젤 잘해주는 것 같은 민정란한복!! / 반납은 식 다음날까지 하면 되니까 다른 가족들이 잘 챙겨주거나, 엄마가 잘챙겨주…",https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=22
결직웨딩,포함,핵심 불편·문제,"스튜디오·촬영, 스드메·패키지",가격·견적 정보,,"본식스냅 4군데 비교하고 결정했어요, (사계절스튜디오)","가성비가 좋은 업체를 찾다 보니, 사계절 스튜디오로 결정했습니다.",https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=63
결직웨딩,포함,업체 선택 기준·후기,스튜디오·촬영,,,뷰시엘스튜디오 계약했어요,"웨딩 촬영 스튜디오 계약할 때 저는 살짝 감성적이고 분위기 있고 깔끔한 느낌의 스튜디오를 원한다고 말씀드렸는데, 1초의 고민도 없이 추천해 주신 뷰시엘 스튜디오입니다. 저도 샘플 사진 보자마자 너무 마음에 들어서 바로 결정했습니다. 모델분도 너무 예쁘시고 샘플의 분위기가 딱 제가 원하던 그 느낌이어서 다른 업체 샘플을 볼 필요가 없었습니다…",https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=61
결직웨딩,포함,핵심 불편·문제,"웨딩홀, 드레스","가격·견적 정보, 서비스 불편·품질 문제",,브라이드손윤희 드레스 후기,"아쉬웠던 점을 굳이 꼽자면 제 몸뚱아리..ㅠㅠ 팔뚝살이 조금만 더 여리했었어도 탑으로 된 드레스 입었으면 참 예뻣을텐데 하는 생각이 들더라고요, 그래도 기세로 밀어붙입니다!! / 드레스가 예쁘니 다들 제 팔뚝보다는 드레스에 이목이 집중됐으면 하는 바램 ㅎㅎ결직 웨딩 덕에 다양한 드레스샵 견적도 공짜로 받아보고 감사합니다.",https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=19
결직웨딩,포함,핵심 불편·문제,"스튜디오·촬영, 스드메·패키지",가격·견적 정보,,사계절스튜디오 본식스냅 계약 후기,결직웨딩 매니저님이 추천해 주신 곳들 중에 사계절스튜디오가 가성비도 좋고 스냅사진들도 분위기가 너무 좋았습니다. / 가성비 좋은 업체로 사계절스튜디오가 너무 좋은 것 같습니다. / 가성비가 너무 좋습니다.,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=58
결직웨딩,포함,업체 선택 기준·후기,"스튜디오·촬영, 드레스, 메이크업",,,섬스튜디오 세미웨딩촬영 찍고 왔어요,"섬스튜디오에서 세미웨딩촬영으로 간단하게 진행한 후기를 올려드릴게요, 세미촬영이라 사진도 많이 없지만 짧은 후기가 될것같네요. 섬스튜디오에 세미촬영이 있는지도 몰랐는데 상담갔다가 저도 그때 알게되었어요. 꽤 오랫동안 연애를 했지만 사진 찍는걸 무척이나 어색해하는 저희는 처음엔 웨딩촬영이 아니고, 우정촬영이 의심될 정도로로 카메라만 응시하다가…",https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=64
결직웨딩,포함,업체 선택 기준·후기,"스튜디오·촬영, 드레스, 메이크업, 스드메·패키지",,,섬스튜디오 웨딩촬영 계약했어요~!,결직웨딩 담당자분 통해서 원하는 지역 일정에 맞추어 여러곳의 스튜디오 추천을 받아 그중 하남 섬스튜디오로 선택 했습니다. 가격과 구성도 좋아서 기분좋게 방문했고 촬영당일 메이크업과 현장 테마 모두 마음에 들었어요 우선 메이크업 해주시는 분들도 많이 계시고 중간중간 의견 반영도 많이 해주시더라구요 ㅎㅎ 웨딩드레스 고를때는 종류가 많아서 색별…,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=98
결직웨딩,포함,핵심 불편·문제,"스튜디오·촬영, 드레스, 메이크업, 스드메·패키지",가격·견적 정보,,섬스튜디오 정말 맘에 들어요,그리고 결직웨딩도 감사했던게 제가 워킹으로 알아본것 보다 견적 잘 내주셨어요 ^^,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=14
결직웨딩,포함,핵심 불편·문제,웨딩홀,제휴·수수료 구조,,소풍 웨딩컨벤션센터 당일 계약 후기,소풍 웨딩컨벤션센터 당일 계약 후기 첫 웨딩홀 투어로 방문한 소풍컨벤션에서 고민 없이 바로 당일 계약을 하고 나왔어요.,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=123
결직웨딩,포함,핵심 불편·문제,"스튜디오·촬영, 드레스, 메이크업, 스드메·패키지, 예물·혼수","가격·견적 정보, 제휴·수수료 구조, 일정·예약 관리, 선택 피로·정보 부족",,수수료 없이 직거래 드메 계약완료,수수료 없이 직거래 드메 계약완료 스튜디오: 볼라르 드레스:레이첼 메이크업 :유림헤어앤메이크업 혼수- 예복. / 예물: ______________________ 결직웨딩은 검색을 통해알게되었구요 여러가지 찾아보다가 저는 지방에사는데 서울에서 결혼을 하여서 따로따로 알아보기가 어렵기도하고 가성비있게 결혼하고싶기도하고 스튜디오는 하고싶은 곳이…,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=118
결직웨딩,포함,핵심 불편·문제,"스튜디오·촬영, 드레스, 스드메·패키지",일정·예약 관리,,스띨레디허 드메패키지 계약후기,"스튜디오 촬영을 도와주셨던 이모님, 매번 방문할 때마다 헤어손질과 피팅을 도와주시던 직원분, 엘레강스하고 아우라 뿜뿜인 대표님 부원장님(?) - 직급은 잘 기억이 나지 않았지만, 본식 가봉 날 처음 뵈었지만 너무나도 잘 챙겨주셨던 직원분 한 분 한 분 너무 감사했고, 짧지만 저와의 인연도 소중하게 기억해주셨던 게 너무 감사하더라고요.",https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=45
결직웨딩,포함,핵심 불편·문제,"드레스, 스드메·패키지","예상 밖 추가비용, 가격·견적 정보",,스띨레디허 본식가봉후기,"무엇보다 대표님이 너무 자부심 있는게 느껴졌고 서비스도 너무 친절했고, 가성비도 너무 좋았습니다. / 신상이라 추가금이 발생했지만 실크가 저에게 더 잘어울려서 신상실크드레스로 최종픽했습니다.",https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=6
